route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Kaleswari Travels,Non A/C Seater / Sleeper (2+1),23:30,03h 45m,3:15,2.6,459,20
Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Kaleswari Travels,Non A/C Seater / Sleeper (2+1),23:30,03h 45m,3:15,2.6,479,31
Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Bmcc Travels,A/C Sleeper (2+1),23:45,03h 45m,3:30,2.6,1283,27
Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,True Bus,Volvo Multi Axle B9R A/C Sleeper (2+1),18:40,03h 50m,22:30,3,4400,6
Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Mahi Trans Solutions,A/C Sleeper (2+1),20:30,05h 00m,1:30,3.9,4999,1
Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,True Bus,Volvo Multi Axle B9R A/C Sleeper (2+1),22:30,05h 00m,3:30,3,4000,36
Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,VRL Travels,NON A/C Sleeper (1+2),23:30,03h 30m,3:00,3.4,900,12
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC - 2415,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:40,09h 00m,3:40,3.8,456,13
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC - 8804,RAJDHANI (A.C. Semi Sleeper),20:35,07h 15m,3:50,3.7,550,32
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC - 64341,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,08h 05m,4:55,4,453,11
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC - 8886,Lahari Non A/C Sleeper Cum Seater,21:00,07h 30m,4:30,4.2,453,13
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC - 8825,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,07h 30m,4:30,4.3,453,18
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC - 8856,RAJDHANI (A.C. Semi Sleeper),21:15,07h 25m,4:40,4,550,31
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC - 8848,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,07h 30m,4:50,3.7,453,17
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC - 64864,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,06h 05m,3:45,4.1,453,30
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC - 64832,RAJDHANI (A.C. Semi Sleeper),22:00,07h 25m,5:25,3.5,550,18
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC - 64827,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,07h 45m,6:00,3.9,453,6
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Mozo travels,A/C Seater / Sleeper (2+1),22:40,06h 25m,5:05,4.8,550,20
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,BSR Tours And Travels,NON A/C Seater (2+2),22:00,07h 00m,5:00,4.1,400,20
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),22:30,06h 30m,5:00,3.9,400,14
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Mythri Tours And Travels,A/C Sleeper (2+1),23:00,05h 15m,4:15,4.9,740,9
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,06h 00m,4:00,4.9,900,20
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),20:40,08h 20m,5:00,3.3,400,22
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:30,07h 15m,4:45,3.7,450,17
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri KVR Travels,A/C Sleeper (2+1),22:00,06h 50m,4:50,4.7,550,10
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,KVR Tours and Travels,A/C Seater / Sleeper (2+1),21:30,07h 30m,5:00,3.6,432,20
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,DMR Travels,Non A/C Seater / Sleeper (2+1),21:35,06h 25m,4:00,3.1,999,37
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),22:35,05h 25m,4:00,3.1,555,10
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),20:45,08h 35m,5:20,2.9,450,2
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Krishna Travels,A/C Sleeper (2+1),19:00,06h 00m,1:00,3.2,900,12
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Morning Star Travels,A/C Sleeper (2+1),22:25,06h 25m,4:50,1.7,790,15
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Rama Travels,A/C Seater / Sleeper (2+1),21:40,06h 50m,4:30,2.1,610,21
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),19:30,05h 30m,1:00,4.1,600,24
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,KVR Tours and Travels,A/C Sleeper (2+1),19:30,07h 30m,3:00,3.6,569,20
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Mahadevv travels,Non A/C Seater / Sleeper (2+1),22:00,05h 30m,3:30,3.4,474,23
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:35,07h 30m,2:05,3.1,555,24
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,DMR Travels,A/C Sleeper (2+1),20:50,07h 10m,4:00,3.1,699,14
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),22:10,07h 35m,5:45,3.7,350,11
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Orange Tours And Travels,A/C Sleeper (2+1),22:00,06h 30m,4:30,2.8,960,36
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Krishna Travels,A/C Sleeper (2+1),22:00,06h 30m,4:30,4.1,1000,25
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,DMR Travels,A/C Sleeper (2+1),21:30,07h 00m,4:30,3.1,4566,28
Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Sri Rama Travels,A/C Seater / Sleeper (2+1),21:40,06h 50m,4:30,2.1,777,19
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 4007,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,03h 30m,22:30,1.9,312,31
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 1966,RAJDHANI (A.C. Semi Sleeper),22:00,04h 35m,2:35,3.7,377,33
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Orange Tours And Travels,A/C Sleeper (2+1),22:00,03h 45m,1:45,3.6,600,28
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Vamshi Tours Travels and Holidays,NON A/C Semi Sleeper (2+2),18:40,08h 35m,3:15,4.1,3996,37
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Saini Travels Pvt. Ltd.,AC Sleeper (2+1),21:30,04h 10m,1:40,3.8,1000,30
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Vijayant Travels,A/C Sleeper (2+1),21:45,03h 30m,1:15,3.9,1110,24
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Shri Mahadev (f.d.m),NON A/C Sleeper (2+1),21:45,05h 30m,3:15,1.7,1000,32
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Al madeena Travels,Non A/C Seater / Sleeper (2+1),21:15,09h 00m,6:15,4.4,550,12
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sri Balaji Transports,A/C Seater / Sleeper (2+1),21:50,07h 55m,5:45,4.4,650,20
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sri Balaji Transports,A/C Sleeper (2+1),21:50,08h 10m,6:00,4.4,949,12
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,AdOrange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),21:10,07h 05m,4:15,3.9,1100,9
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sri Balaji Transports,Non A/C Seater / Sleeper (2+1),21:52,08h 16m,6:08,4.1,550,14
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sree sivasankar Travels,NON A/C Seater (2+2),21:45,08h 37m,6:22,4.1,550,11
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Meena tours and travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:45,07h 30m,5:15,4.2,970,16
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,AdSadiq Tours and Travels,A/C Sleeper (2+1),22:00,07h 30m,5:30,3.9,900,13
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Delta Transports Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:35,05h 25m,1:00,4.7,700,10
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Yolo Bus,Bharat Benz A/C Sleeper (2+1),22:46,06h 33m,5:19,4.1,850,12
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Kallada Travels (Suresh Kallada),Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),19:15,02h 10m,21:25,4,600,11
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Madhavi Travels,A/C Seater / Sleeper (2+1),22:10,08h 00m,6:10,4.4,650,29
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,YAS TOURS AND TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:45,02h 25m,22:10,4.3,700,15
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Intercity travels,Bharat Benz A/C Sleeper (2+1),22:10,07h 50m,6:00,4.1,1099,11
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),22:30,06h 00m,4:30,5,1799,24
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,BSR Tours And Travels,Scania AC Multi Axle Sleeper (2+1),20:15,08h 00m,4:15,4.2,1080,11
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),20:00,07h 30m,3:30,4.3,1249,16
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Go Tour Travels and Holidays,Scania AC Multi Axle Sleeper (2+1),21:40,06h 20m,4:00,4.4,1139,22
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,KSM Roadways,Bharat Benz A/C Sleeper (2+1),19:45,06h 15m,2:00,5,1399,11
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:35,06h 35m,4:10,5,1899,17
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,06h 30m,3:30,5,1899,16
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:20,04h 55m,0:15,4.5,1280,11
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:45,08h 45m,3:30,4.5,1280,14
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),20:32,06h 28m,3:00,4.3,1509,17
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),20:15,06h 30m,2:45,4.3,2475,29
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Aditya Logistics,A/C Sleeper (2+1),19:45,07h 45m,3:30,4.4,799,24
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,08h 00m,5:00,4.2,850,17
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Meena tours and travels,A/C Sleeper (2+1),22:05,07h 25m,5:30,4.2,990,9
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sri Balaji Transports,A/C Sleeper (2+1),21:50,07h 40m,5:30,4.2,949,9
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,IntrCity SmartBus,AC Sleeper (2+1),21:50,07h 40m,5:30,4.4,1149,3
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),22:20,07h 10m,5:30,4.1,900,6
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Jabbar Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),21:45,06h 15m,4:00,4.3,892,3
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,06h 10m,5:10,4.1,770,4
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),18:55,01h 30m,20:25,4.2,800,8
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,BSR Tours And Travels,A/C Sleeper (2+1),18:45,08h 45m,3:30,4.8,880,2
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:30,04h 30m,3:00,4.9,900,4
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Jabbar Travels,Scania Multi-Axle AC Semi Sleeper (2+2),18:45,07h 45m,2:30,4.8,645,1
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Jabbar Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:10,05h 50m,4:00,4.3,700,8
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Yolo Bus,Bharat Benz A/C Sleeper (2+1),18:45,07h 29m,2:14,4.6,800,7
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Go Tour Travels and Holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,07h 45m,3:45,4.1,1329,7
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:30,04h 10m,23:40,4.1,900,10
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Mythri Tours And Travels,A/C Sleeper (2+1),18:45,08h 45m,3:30,4.5,909,2
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,PRAMUKH TRAVELS,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,05h 45m,1:00,4.6,1044,3
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,VSR Tours and Travels,A/C Sleeper (2+1),18:45,08h 45m,3:30,4.5,739,3
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Om Sri Vinayaka Travels,A/C Seater / Sleeper (2+1),18:45,08h 00m,2:45,4.4,999,1
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,YAS TOURS AND TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:00,01h 30m,20:30,4.5,600,6
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Ramana Tours And Travels,A/C Sleeper (2+1),19:25,07h 20m,2:45,4.8,810,6
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),18:45,08h 45m,3:30,4.1,3499,1
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Mahi Trans Solutions,A/C Sleeper (2+1),18:45,08h 45m,3:30,4.1,3499,1
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),22:20,07h 10m,5:30,4.1,2000,5
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,SL Travels,A/C Sleeper (2+1),18:55,08h 50m,3:45,3.9,842,20
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,ORM Tours and Travels,A/C Sleeper (2+1),20:45,08h 15m,5:00,3.6,1090,11
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Al madeena Travels,Non A/C Seater / Sleeper (2+1),22:10,08h 20m,6:30,3.9,550,20
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,DLT BUS,A/C Sleeper (2+1),21:15,06h 45m,4:00,3.8,719,15
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sudheer Travels,A/C Sleeper (2+1),22:00,07h 30m,5:30,3.1,950,13
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,National travels,VE A/C Sleeper (2+1),22:40,07h 20m,6:00,3.9,891,20
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Zingbus Plus,A/C Sleeper (2+1),20:45,07h 35m,4:20,3.9,811,9
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),19:00,03h 30m,22:30,3.2,700,12
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Zingbus Plus,Scania AC Multi Axle Sleeper (2+1),22:50,07h 35m,6:25,3.9,731,26
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Madhavi Travels,Non A/C Seater / Sleeper (2+1),21:50,08h 20m,6:10,3.5,550,19
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Al madeena Travels,A/C Sleeper (2+1),21:15,09h 00m,6:15,3.9,850,18
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:20,08h 25m,4:45,3.5,900,23
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Morning Star Travels,NON A/C Sleeper (2+1),21:00,08h 00m,5:00,3.4,600,11
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Zingbus Plus,A/C Sleeper (2+1),18:45,08h 20m,3:05,3.9,855,13
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Orange Tours And Travels,A/C Sleeper (2+1),20:55,07h 50m,4:45,3.2,1000,13
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:15,07h 20m,4:35,3.7,810,28
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:35,02h 20m,21:55,3.6,800,11
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Go Tour Travels and Holidays,A/C Sleeper (2+1),21:30,07h 30m,5:00,3.2,854,16
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sri Vinayaka Travels,A/C Sleeper (2+1),19:10,08h 15m,3:25,3.3,800,13
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,November Travels,A/C Seater / Sleeper (2+1),21:10,07h 35m,4:45,3.9,600,13
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,IRA Travels,A/C Sleeper (2+1),20:45,06h 15m,3:00,3.9,1019,15
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Intercity travels,Bharat Benz A/C Sleeper (2+1),21:55,07h 20m,5:15,3.8,1099,18
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Intercity travels,A/C Sleeper (2+1),21:40,06h 20m,4:00,3.8,1099,26
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,NS Holidays,NON A/C Sleeper (2+1),19:50,07h 55m,3:45,3.7,650,17
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Vikram Travels,A/C Sleeper (2+1),18:50,08h 10m,3:00,3.6,859,20
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Go Tour Travels and Holidays,A/C Sleeper (2+1),21:45,07h 45m,5:30,3.6,2849,26
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,KK Travels,Non A/C Seater / Sleeper (2+1),22:30,07h 45m,6:15,3.3,550,12
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sri Krishna Travels,A/C Sleeper (2+1),18:50,08h 30m,3:20,3.4,900,16
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),21:45,08h 00m,5:45,3.3,949,14
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,SRS Travels,A/C Sleeper (2+1),22:30,07h 00m,5:30,3.1,694,13
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Bmcc Travels,A/C Sleeper (2+1),22:40,06h 50m,5:30,3.1,1283,27
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,VGO BUS,VE A/C Sleeper (2+1),21:30,07h 00m,4:30,3.4,799,16
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,NS Holidays,NON A/C Sleeper (2+1),19:50,07h 40m,3:30,3.7,2999,24
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,National travels,Bharat Benz A/C Sleeper (2+1),19:05,09h 40m,4:45,3.6,1550,32
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,SR Tours and Travels,A/C Sleeper (2+1),18:50,07h 10m,2:00,3.2,2086,23
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,GOWTHAMI TOURS AND TRAVELS,Volvo Multi Axle B9R A/C Sleeper (2+1),21:30,06h 59m,4:29,3,2431,24
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,KK Travels,A/C Sleeper (2+1),22:00,08h 00m,6:00,3.8,900,7
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Meena tours and travels,A/C Seater / Sleeper (2+1),22:15,07h 30m,5:45,3.7,800,8
Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,IntrCity SmartBus,AC Sleeper (2+1),20:30,08h 20m,4:50,3.8,726,7
